House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2,Burns Road,Nicola,Whitehead,44,Daughter,Single,Female,Advertising account executive,None,None
2,Burns Road,Neil,Whitehead,40,Son,Single,Male,"Engineer, electrical",None,Christian
2,Burns Road,Jordan,Whitehead,37,Son,Single,Male,Communications engineer,None,Christian
2,Burns Road,Jill,Whitehead,37,Daughter,Single,Female,Printmaker,None,None
2,Burns Road,Sandra,Whitehead,34,Daughter,Single,Female,Social researcher,None,Christian
2,Burns Road,Elliot,Whitehead,30,Son,Single,Male,"Civil engineer, contracting",None,None
2,Burns Road,Gordon,Whitehead,28,Son,Single,Male,"Buyer, retail",None,None
2,Burns Road,Jake,Whitehead,25,Son,Single,Male,Research scientist (physical sciences),None,Christian
2,Burns Road,Lisa,Whitehead,22,Daughter,Divorced,Female,University Student,None,Christian
2,Burns Road,Howard,Blackburn,16,Son,NA,Male,Student,None,NA
3,Burns Road,Aimee,Ryan,45,Head,Married,Female,Soil scientist,None,None
3,Burns Road,Oliver,Ryan,52,Husband,Married,Male,Product/process development scientist,None,None
3,Burns Road,Joshua,Ryan,20,Son,Single,Male,University Student,None,None
3,Burns Road,Mandy,Powell-Ryan,18,Daughter,Divorced,Female,Student,None,None
3,Burns Road,Damian,Powell-Ryan,18,Son,NA,Male,Student,None,NA
3,Burns Road,Kelly,Powell-Ryan,14,Daughter,NA,Female,Student,None,NA
3,Burns Road,Jenna,Powell-Ryan,11,Daughter,NA,Female,Student,None,NA
3,Burns Road,Irene,Powell-Ryan,8,Daughter,NA,Female,Student,None,NA
3,Burns Road,Gregory,Powell-Ryan,6,Son,NA,Male,Student,None,NA
3,Burns Road,Julian,Powell-Ryan,3,Son,NA,Male,Child,None,NA
4,Burns Road,Lindsey,Glover,28,Head,Single,Female,Insurance account manager,None,None
4,Burns Road,Mitchell,Cooper,30,Partner,Single,Male,"Buyer, retail",None,None
4,Burns Road,Sandra,Glover,5,Daughter,NA,Female,Student,None,NA
4,Burns Road,Nathan,Glover,2,Son,NA,Male,Child,None,NA
4,Burns Road,Justin,Howe,322,Lodger,Single,Male,Health and safety adviser,None,Christian
5,Burns Road,Graeme,Clarke,94,Head,Married,Male,Retired Psychiatric nurse,None,None
5,Burns Road,Fiona,Clarke,93,Wife,Married,Female,Retired Audiological scientist,None,None
5,Burns Road,Debra,Clarke,62,Daughter,Divorced,Female,"Engineer, communications",None,None
5,Burns Road,Tracey,Clarke,60,Daughter,Single,Female,Sports administrator,None,None
5,Burns Road,Billy,Clarke,52,Son,Single,Male,"Exhibitions officer, museum/gallery",None,None
5,Burns Road,Katherine,Clarke,49,Daughter,Single,Female,"Engineer, building services",None,None
5,Burns Road,Irene,Mills-Clarke,45,Daughter,Single,Female,Learning mentor,None,None
5,Burns Road,Carol,Mills-Clarke,42,Daughter,Widowed,Female,"Journalist, newspaper",None,None
5,Burns Road,Mohamed,Mills-Clarke,41,Son,Single,Male,Chiropodist,None,None
5,Burns Road,Karl,Mills-Clarke,38,Son,Single,Male,Clinical research associate,None,None
5,Burns Road,Dorothy,Mills-Clarke,38,Daughter,Single,Female,Building control surveyor,None,None
5,Burns Road,Chelsea,Wong,34,Daughter,Divorced,Female,Adult guidance worker,None,None
5,Burns Road,Lucy,Wong,30,Daughter,Single,Female,Unemployed,None,None
5,Burns Road,Heather,Walker-Wong,26,Daughter,Single,Female,"Programmer, applications",None,None
6,Burns Road,Deborah,Leach,46,Head,Married,Female,Herbalist,None,Catholic
6,Burns Road,Toby,Leach,48,Husband,Married,Male,Commissioning editor,None,Catholic
6,Burns Road,Barbara,Leach,16,Daughter,NA,Female,Student,None,NA
6,Burns Road,Jacqueline,Leach,15,Daughter,NA,Female,Student,None,NA
6,Burns Road,Adam,Leach,11,Son,NA,Male,Student,None,NA
7,Burns Road,Julie,Chapman,38,Head,Single,Female,Operations geologist,None,None
7,Burns Road,Jacob,Kent,38,Partner,Single,Male,Mechanical engineer,None,None
7,Burns Road,Barry,Chapman,0,Son,NA,Male,Child,None,NA
7,Burns Road,Ian,Davies,21,Lodger,Divorced,Male,University Student,None,Christian
7,Burns Road,Craig,Wilson,56,Cousin,Widowed,Male,Multimedia specialist,None,None
7,Burns Road,Christine,Crawford,46,Lodger,Single,Female,Nature conservation officer,None,None
7,Burns Road,Kyle,Burton,48,Lodger,Single,Male,Commissioning editor,None,Methodist
7,Burns Road,Sophie,Atkinson,25,Lodger,Divorced,Female,Event organiser,None,None
7,Burns Road,Yvonne,Cartwright,58,Lodger,Divorced,Female,Quarry manager,None,Methodist
7,Burns Road,Billy,Jones,42,Lodger,Single,Male,Engineering geologist,None,Catholic
7,Burns Road,Katy,Ford,36,Sibling,Single,Female,Unemployed,None,None
7,Burns Road,Hollie,Banks,22,Lodger,Single,Female,University Student,None,None
7,Burns Road,Lewis,Dixon,53,Lodger,Single,Male,Unemployed,None,Christian
7,Burns Road,Brian,Andrews,19,Lodger,Single,Male,University Student,None,None
7,Burns Road,Brandon,Bailey,53,Cousin,Single,Male,"Radiographer, diagnostic",None,None
7,Burns Road,Amelia,Davies,19,Lodger,Single,Female,Unemployed,None,None
7,Burns Road,Emma,Daniels,50,Cousin,Single,Female,"Surveyor, rural practice",None,Christian
7,Burns Road,Karen,Smith,56,Lodger,Divorced,Female,Museum/gallery exhibitions officer,None,Catholic
8,Burns Road,Molly,Dean,36,Head,Married,Female,Cytogeneticist,None,Catholic
8,Burns Road,Iain,Dean,38,Husband,Married,Male,"Presenter, broadcasting",None,Catholic
9,Burns Road,Gillian,Davidson,55,Head,Married,Female,Speech and language therapist,None,None
9,Burns Road,Samuel,Davidson,55,Husband,Married,Male,Cartographer,None,None
9,Burns Road,Maurice,Davidson,33,Son,Single,Male,Trading standards officer,None,None
9,Burns Road,Karl,Davidson,29,Son,Single,Male,Information systems manager,None,None
9,Burns Road,Carl,Davidson,11,Son,NA,Male,Student,None,NA
10,Burns Road,Emily,Conway,37,Head,Married,Female,Public house manager,None,None
10,Burns Road,Damian,Conway,39,Husband,Married,Male,Engineering geologist,None,None
10,Burns Road,Tony,Conway,8,Son,NA,Male,Student,None,NA
10,Burns Road,Hilary,Conway,4,Daughter,NA,Female,Child,None,NA
10,Burns Road,Liam,Conway,2,Son,NA,Male,Child,None,NA
11,Burns Road,Marilyn,Gray,43,Head,Married,Female,"Conservation officer, historic buildings",None,Christian
11,Burns Road,Jordan,Gray,41,Husband,Married,Male,"Therapist, nutritional",None,None
11,Burns Road,Samuel,Gray,27,Son,Single,Male,"Surveyor, building control",None,None
11,Burns Road,Ashleigh,Gray,25,Daughter,Single,Female,Advice worker,None,Christian
11,Burns Road,Chloe,Gray,24,Daughter,Single,Female,Chief Executive Officer,None,None
11,Burns Road,Heather,Gray,24,Daughter,Divorced,Female,Optometrist,None,Christian
11,Burns Road,Hayley,Gray,21,Daughter,Divorced,Female,University Student,None,None
11,Burns Road,Liam,Gray,17,Son,NA,Male,Student,None,NA
11,Burns Road,Rebecca,Gray,12,Daughter,NA,Female,Student,None,NA
11,Burns Road,Julie,Gray,11,Daughter,NA,Female,Student,None,NA
12,Burns Road,Valerie,Jones,19,Head,Single,Female,University Student,None,None
12,Burns Road,Samantha,Clark,22,None,Single,Female,University Student,None,Christian
12,Burns Road,Malcolm,Smith,20,None,Single,Male,University Student,None,Catholic
12,Burns Road,Lynn,Fry,22,None,Single,Female,University Student,None,NA
12,Burns Road,Sian,Lewis,20,None,Single,Female,University Student,None,None
13,Burns Road,Melissa,Williams,49,Head,Single,Female,Pensions consultant,None,Catholic
13,Burns Road,Alan,Hill,50,None,Single,Male,Unemployed,None,Catholic
13,Burns Road,Francis,Chandler,41,None,Single,Male,Fast food restaurant manager,None,None
13,Burns Road,George,Fowler,50,None,Single,Male,Manufacturing engineer,None,Catholic
13,Burns Road,Barry,Clarke,58,None,Single,Male,Public house manager,None,Christian
13,Burns Road,Helen,West,42,None,Single,Female,Technical sales engineer,None,Christian
13,Burns Road,Bethan,Scott,61,None,Single,Female,"Surveyor, building",None,Methodist
13,Burns Road,Christopher,Taylor,18,None,Single,Male,Student,None,NA
13,Burns Road,Cameron,Phillips,63,None,Single,Male,"Surveyor, hydrographic",None,Christian
13,Burns Road,Debra,Johnson,34,None,Single,Female,Armed forces logistics/support/administrative officer,None,Christian
14,Burns Road,Adrian,Scott,55,Head,Married,Male,"Psychotherapist, child",None,None
14,Burns Road,Pamela,Scott,54,Wife,Married,Female,Sales promotion account executive,None,None
14,Burns Road,Kimberley,Harvey,5,Granddaughter,NA,Female,Student,None,NA
14,Burns Road,Gemma,Harvey,2,Granddaughter,NA,Female,Child,None,NA
14,Burns Road,Gordon,Lawrence,36,Lodger,Single,Male,"Editor, commissioning",None,Methodist
14,Burns Road,Leonard,Simpson,42,Lodger,Single,Male,Furniture conservator/restorer,None,None
14,Burns Road,Edward,Griffiths,56,Lodger,Single,Male,"Engineer, agricultural",None,Christian
14,Burns Road,Teresa,Morris,62,Lodger,Single,Female,Equities trader,None,Catholic
14,Burns Road,Christine,Lees,46,Lodger,Divorced,Female,"Journalist, broadcasting",None,Catholic
14,Burns Road,Janet,Thomas,43,Lodger,Single,Female,Unemployed,None,None
15,Burns Road,Katie,Daniels,27,Head,Divorced,Female,Water engineer,None,None
15,Burns Road,Barbara,Allen,18,None,Single,Female,Student,None,NA
15,Burns Road,Rachael,Freeman,32,None,Single,Female,Health and safety inspector,None,Christian
15,Burns Road,Mary,Vaughan,60,None,Single,Female,Graphic designer,None,Christian
15,Burns Road,Melanie,Hall,21,None,Single,Female,University Student,None,None
15,Burns Road,Sean,Hardy,38,None,Single,Male,Training and development officer,None,Christian
15,Burns Road,Timothy,Mahmood,19,None,Divorced,Male,University Student,None,Christian
15,Burns Road,Barry,Robinson,28,None,Single,Male,Equities trader,None,Muslim
15,Burns Road,Lewis,Gibbons,33,None,Single,Male,Social worker,None,Christian
15,Burns Road,Leanne,Robertson,44,None,Single,Female,"Producer, radio",None,Christian
15,Burns Road,Martin,Ali,32,None,Single,Male,Unemployed,None,Methodist
15,Burns Road,Oliver,Williams,61,None,Single,Male,"Conservator, museum/gallery",None,Methodist
15,Burns Road,Sally,Bennett,43,None,Divorced,Female,"Designer, graphic",None,None
15,Burns Road,Natasha,Green,34,None,Single,Female,"Engineer, petroleum",None,Sikh
15,Burns Road,Sandra,Potter,43,None,Single,Female,"Surveyor, land/geomatics",None,Christian
15,Burns Road,Kelly,Hunter,63,None,Single,Female,Armed forces logistics/support/administrative officer,None,None
15,Burns Road,Leigh,Clark,52,None,Single,Male,Housing manager/officer,None,None
16,Burns Road,Elliott,Evans,61,Head,Single,Male,"Accountant, chartered",None,Christian
16,Burns Road,Kenneth,Gibson,27,None,Single,Male,Translator,None,Christian
16,Burns Road,Joshua,Parkinson,54,None,Single,Male,Ranger/warden,None,None
16,Burns Road,Joel,Storey,30,None,Divorced,Male,Freight forwarder,None,Catholic
16,Burns Road,Ian,Allen,61,None,Single,Male,Exercise physiologist,None,Catholic
17,Burns Road,Rosie,Williams,41,Head,Divorced,Female,Unemployed,None,None
17,Burns Road,Gary,King,31,Lodger,Single,Male,Marine scientist,None,None
17,Burns Road,Anthony,Hunt,52,Lodger,Single,Male,Facilities manager,None,Catholic
17,Burns Road,Katie,Robson,43,Lodger,Single,Female,"Programme researcher, broadcasting/film/video",None,None
17,Burns Road,Matthew,Simmons,25,Sibling,Single,Male,Biomedical engineer,None,Christian
18,Burns Road,Sheila,Perry,46,Head,Married,Female,Unemployed,None,Catholic
18,Burns Road,David,Perry,43,Husband,Married,Male,Museum/gallery exhibitions officer,None,None
18,Burns Road,Kyle,Perry,17,Son,NA,Male,Student,None,NA
19,Burns Road,Kate,Davies,44,Head,Single,Female,Unemployed,None,Catholic
19,Burns Road,Trevor,Davies,5,Son,NA,Male,Student,None,NA
19,Burns Road,Nicola,Davies,2,Daughter,NA,Female,Child,None,NA
19,Burns Road,Charlene,Ward,51,Lodger,Single,Female,Cabin crew,None,Christian
20,Burns Road,Henry,Thompson,53,Head,Married,Male,"Copywriter, advertising",None,Catholic
20,Burns Road,Hazel,Thompson,52,Wife,Married,Female,Naval architect,None,None
20,Burns Road,Ashley,Thompson,16,Son,NA,Male,Student,None,NA
21,Burns Road,Denis,Harris,63,Head,Married,Male,Art therapist,None,Catholic
21,Burns Road,Hayley,Harris,68,Wife,Married,Female,"Retired Engineer, energy",None,None
21,Burns Road,Lynne,Harris,35,Daughter,Single,Female,Seismic interpreter,None,None
21,Burns Road,Julian,Harris,31,Son,Divorced,Male,"Teacher, English as a foreign language",None,Catholic
21,Burns Road,Bethany,Harris,31,Daughter,Single,Female,Market researcher,None,None
22,Burns Road,Maurice,Wilson,20,Head,Single,Male,University Student,None,None
23,Burns Road,Jacqueline,Burrows,32,Head,Married,Female,Company secretary,None,Methodist
23,Burns Road,Norman,Burrows,32,Husband,Married,Male,IT technical support officer,None,Methodist
23,Burns Road,Zoe,Burrows,7,Daughter,NA,Female,Student,None,NA
23,Burns Road,Maria,Pritchard-Burrows,5,Daughter,NA,Female,Student,None,NA
23,Burns Road,Mohammed,Pritchard-Burrows,2,Son,NA,Male,Child,None,NA
23,Burns Road,Roger,Pritchard-Burrows,0,Son,NA,Male,Child,None,NA
23,Burns Road,Janet,Hodgson,26,Lodger,Divorced,Female,"Chemist, analytical",None,Quaker
23,Burns Road,Jay,Rahman,18,Sibling,Divorced,Male,Student,None,NA
23,Burns Road,Julian,Dixon,64,Lodger,Divorced,Male,Unemployed,None,Catholic
23,Burns Road,Graham,Robertson,40,Lodger,Single,Male,Optometrist,None,Catholic
23,Burns Road,Sophie,Robertson,47,Lodger,Single,Female,"Surveyor, hydrographic",None,Methodist
24,Burns Road,Rita,Ross,61,Head,Married,Female,Medical illustrator,None,Christian
24,Burns Road,Gareth,Ross,62,Husband,Married,Male,Unemployed,None,Christian
24,Burns Road,Sarah,Bradley,22,Granddaughter,Divorced,Female,University Student,None,None
24,Burns Road,Geoffrey,Bradley,18,Grandson,Single,Male,Student,None,Christian
24,Burns Road,Ryan,Morgan,15,Grandson,NA,Male,Student,None,NA
25,Burns Road,Eleanor,Smith,53,Head,Divorced,Female,Unemployed,None,Methodist
25,Burns Road,Charles,Smith,19,Son,Single,Male,University Student,None,Methodist
25,Burns Road,Glen,Smith,16,Son,NA,Male,Student,None,NA
25,Burns Road,Holly,Smith,14,Daughter,NA,Female,Student,None,NA
26,Burns Road,Leslie,Mahmood,30,Head,Divorced,Male,Unemployed,None,Muslim
26,Burns Road,Abdul,Austin,35,Visitor,Single,Male,"Research officer, trade union",None,None
26,Burns Road,Danielle,Howe,22,Lodger,Single,Female,University Student,None,Catholic
26,Burns Road,Aaron,Faulkner,26,Lodger,Divorced,Male,"Therapist, art",None,Methodist
26,Burns Road,Angela,Mitchell,39,Lodger,Single,Female,Computer games developer,None,Christian
1,Wells Parkway,Malcolm,Evans,54,Head,Married,Male,"Producer, radio",None,Catholic
1,Wells Parkway,Charlene,Evans,57,Wife,Married,Female,Pathologist,None,Catholic
2,Wells Parkway,Kenneth,George,46,Head,Single,Male,Engineering geologist,None,None
2,Wells Parkway,Paige,Chapman-George,17,Daughter,NA,Female,Student,None,NA
2,Wells Parkway,Francesca,Chapman-George,12,Daughter,NA,Female,Student,None,NA
2,Wells Parkway,Clare,Chapman-George,11,Daughter,NA,Female,Student,None,NA
3,Wells Parkway,Lawrence,Jones,45,Head,Married,Male,Science writer,None,Catholic
3,Wells Parkway,Molly,Jones,45,Wife,Married,Female,Astronomer,None,Catholic
4,Wells Parkway,Yvonne,Parker,27,Head,Married,Female,"Administrator, education",None,Christian
4,Wells Parkway,Martyn,Parker,29,Husband,Married,Male,Educational psychologist,None,Christian
5,Wells Parkway,Tracey,Smart,55,Head,Married,Female,Data scientist,None,Christian
5,Wells Parkway,Jacob,Smart,56,Husband,Married,Male,Forensic scientist,None,Christian
5,Wells Parkway,Ronald,Smart,24,Son,Single,Male,Agricultural engineer,None,None
5,Wells Parkway,Nathan,Smart,5,Son,NA,Male,Student,None,NA
6,Wells Parkway,Debra,Manning,63,Head,Married,Female,Film/video editor,None,None
6,Wells Parkway,Joseph,Manning,70,Husband,Married,Male,"Retired Therapist, occupational",None,None
7,Wells Parkway,Joseph,Jones,32,Head,Married,Male,Health and safety inspector,None,Christian
7,Wells Parkway,Judith,Jones,29,Wife,Married,Female,Unemployed,None,None
8,Wells Parkway,Michelle,Jarvis,48,Head,Married,Female,Arts administrator,None,Catholic
8,Wells Parkway,Bryan,Jarvis,54,Husband,Married,Male,"Engineer, manufacturing systems",None,Catholic
8,Wells Parkway,Peter,Jarvis,20,Son,Divorced,Male,University Student,None,None
8,Wells Parkway,Joseph,Jarvis,13,Son,NA,Male,Student,None,NA
8,Wells Parkway,Terence,Blake-Jarvis,9,Son,NA,Male,Student,None,NA
9,Wells Parkway,Dean,Wong,28,Head,Divorced,Male,Systems developer,None,Muslim
9,Wells Parkway,Claire,Wong,3,Daughter,NA,Female,Child,None,NA
9,Wells Parkway,Sarah,Wong,3,Daughter,NA,Female,Child,None,NA
10,Wells Parkway,Jenna,Jackson,27,Head,Divorced,Female,Haematologist,None,Catholic
11,Wells Parkway,Charlotte,Williams,52,Head,Married,Female,Health and safety adviser,None,Christian
11,Wells Parkway,Ross,Williams,54,Husband,Married,Male,Armed forces operational officer,None,Christian
11,Wells Parkway,Jonathan,Williams,14,Son,NA,Male,Student,None,NA
12,Wells Parkway,Carol,Glover,26,Head,Married,Female,Community development worker,None,Jewish
12,Wells Parkway,Edward,Glover,29,Husband,Married,Male,Quality manager,None,Jewish
12,Wells Parkway,Rhys,Robinson,43,Sibling,Single,Male,Careers adviser,None,None
12,Wells Parkway,Carol,Ball,43,Lodger,Single,Female,Lexicographer,None,Christian
12,Wells Parkway,Ryan,Johnson,38,Sibling,Divorced,Male,"Teacher, special educational needs",None,Catholic
12,Wells Parkway,Jill,Young,30,Sibling,Single,Female,Investment analyst,None,None
13,Wells Parkway,Vanessa,Wilson,69,Head,Divorced,Female,Retired Structural engineer,None,Christian
13,Wells Parkway,Leslie,Parsons,15,Grandson,NA,Male,Student,None,NA
14,Wells Parkway,Charlotte,Smith,29,Head,Single,Female,Unemployed,None,None
15,Wells Parkway,Hilary,Hancock,66,Head,Married,Female,Personal assistant,None,Christian
15,Wells Parkway,Adam,Hancock,68,Husband,Married,Male,Retired Archivist,None,Christian
16,Wells Parkway,Matthew,Bartlett,43,Head,Single,Male,Planning and development surveyor,None,Catholic
16,Wells Parkway,Carl,Armstrong,21,None,Single,Male,University Student,None,Christian
16,Wells Parkway,Joshua,Elliott,33,None,Single,Male,"Engineer, civil (contracting)",None,Christian
17,Wells Parkway,Hannah,Garner,46,Head,Single,Female,Marketing executive,None,Christian
17,Wells Parkway,Joe,Ellis,38,None,Single,Male,Academic librarian,None,Christian
17,Wells Parkway,Sian,Archer,27,None,Single,Female,Print production planner,None,None
18,Wells Parkway,Angela,Joyce,23,Head,Single,Female,Leisure centre manager,None,Christian
18,Wells Parkway,Julian,Watson,21,Partner,Single,Male,University Student,None,None
19,Wells Parkway,Laura,Thompson,69,Head,Widowed,Female,Unemployed,None,Catholic
19,Wells Parkway,Marcus,Thompson,39,Son,Divorced,Male,Marine scientist,None,Catholic
20,Wells Parkway,Clifford,Hall,38,Head,Divorced,Male,Lawyer,None,Methodist
21,Wells Parkway,Fiona,Clarke,58,Head,Divorced,Female,Educational psychologist,None,Methodist
21,Wells Parkway,Lee,Clarke,25,Son,Single,Male,"Teacher, secondary school",None,Methodist
22,Wells Parkway,Emma,Simmons-Tucker,60,Head,Divorced,Female,Food technologist,None,Methodist
22,Wells Parkway,Brett,Simmons-Tucker,25,Adopted Son,Widowed,Male,Music therapist,None,Methodist
22,Wells Parkway,Melanie,Simmons-Tucker,21,Daughter,Divorced,Female,"Engineer, drilling",None,Methodist
22,Wells Parkway,Brandon,Simmons-Tucker,17,Son,NA,Male,Student,None,NA
23,Wells Parkway,Henry,Jones,99,Head,Married,Male,Retired Health visitor,None,Christian
23,Wells Parkway,Harriet,Jones,97,Wife,Married,Female,"Retired Psychologist, occupational",None,None
24,Wells Parkway,Katherine,Johnson,50,Head,Single,Female,Unemployed,None,None
24,Wells Parkway,Philip,Johnson,16,Son,NA,Male,Student,None,NA
24,Wells Parkway,Julie,Johnson,9,Daughter,NA,Female,Student,None,NA
1,Cox Shoal,Phillip,Watkins,39,Head,Divorced,Male,"Administrator, arts",None,Catholic
1,Cox Shoal,Jay,Watkins,9,Son,NA,Male,Student,None,NA
1,Cox Shoal,Paige,Watkins,5,Daughter,NA,Female,Student,None,NA
1,Cox Shoal,Norman,Watkins,2,Son,NA,Male,Child,None,NA
1,Cox Shoal,Charlotte,Watkins,0,Daughter,NA,Female,Child,None,NA
2,Cox Shoal,Bethany,Hunt,40,Head,Divorced,Female,Unemployed,None,Methodist
2,Cox Shoal,Bryan,Hunt,7,Son,NA,Male,Student,None,NA
2,Cox Shoal,Howard,Hunt,3,Son,NA,Male,Child,None,NA
2,Cox Shoal,Leon,Hunt,0,Son,NA,Male,Child,None,NA
2,Cox Shoal,Lawrence,Jones,63,Lodger,Single,Male,Chief Operating Officer,None,Christian
3,Cox Shoal,Chelsea,Roberts,55,Head,Divorced,Female,Unemployed,None,Christian
3,Cox Shoal,Connor,Roberts,21,Son,Single,Male,University Student,None,Christian
3,Cox Shoal,Marion,Roberts,14,Daughter,NA,Female,Student,None,NA
3,Cox Shoal,Jeremy,Roberts,9,Son,NA,Male,Student,None,NA
3,Cox Shoal,Tracy,Roberts,8,Daughter,NA,Female,Student,None,NA
4,Cox Shoal,Donna,Brown,48,Head,Single,Female,Trading standards officer,None,Christian
4,Cox Shoal,Nicole,Brown,13,Daughter,NA,Female,Student,None,NA
4,Cox Shoal,Rhys,Turner-Brown,10,Son,NA,Male,Student,None,NA
4,Cox Shoal,Lucy,Turner-Brown,4,Daughter,NA,Female,Child,None,NA
4,Cox Shoal,Aimee,Turner-Brown,2,Daughter,NA,Female,Child,None,NA
5,Cox Shoal,Anne,Jones,69,Head,Divorced,Female,Retired Office manager,None,None
6,Cox Shoal,David,Berry,41,Head,Married,Male,"Pharmacist, community",None,Catholic
6,Cox Shoal,Amanda,Berry,38,Wife,Married,Female,Technical sales engineer,None,Catholic
7,Cox Shoal,Benjamin,Hicks,30,Head,Single,Male,"Psychologist, forensic",None,Christian
7,Cox Shoal,Lee,Hicks,13,Step-Son,NA,Male,Student,None,NA
7,Cox Shoal,Lauren,Hicks,10,Step-Daughter,NA,Female,Student,None,NA
7,Cox Shoal,Tracey,Davis,8,Step-Daughter,NA,Female,Student,None,NA
7,Cox Shoal,Antony,Davis,4,Step-Son,NA,Male,Child,None,NA
8,Cox Shoal,Graham,Reeves,39,Head,Married,Male,Armed forces logistics/support/administrative officer,None,Methodist
8,Cox Shoal,Lynn,Reeves,38,Wife,Married,Female,IT consultant,None,Methodist
8,Cox Shoal,Claire,Reeves,13,Daughter,NA,Female,Student,None,NA
8,Cox Shoal,Alan,Reeves,11,Son,NA,Male,Student,None,NA
8,Cox Shoal,Charlene,Reeves,6,Daughter,NA,Female,Student,None,NA
9,Cox Shoal,Caroline,Cox,58,Head,Married,Female,"Engineer, manufacturing systems",None,None
9,Cox Shoal,Thomas,Cox,62,Husband,Married,Male,Dramatherapist,None,None
9,Cox Shoal,Gregory,Cox,26,Son,Single,Male,Veterinary surgeon,None,None
9,Cox Shoal,Simon,Cox,24,Son,Single,Male,Optometrist,None,None
9,Cox Shoal,Mathew,Cox,21,Son,Single,Male,University Student,None,None
9,Cox Shoal,Natalie,Cox,9,Daughter,NA,Female,Student,None,NA
10,Cox Shoal,Phillip,Goddard,36,Head,Single,Male,Arboriculturist,None,Christian
10,Cox Shoal,Dorothy,James,30,None,Single,Female,Video editor,None,None
10,Cox Shoal,Patrick,Clarke,56,None,Single,Male,Television production assistant,None,Christian
10,Cox Shoal,Abbie,Miles,35,None,Divorced,Female,Advertising account executive,None,Catholic
10,Cox Shoal,Graham,Holden,39,None,Single,Male,"Development worker, community",None,Christian
10,Cox Shoal,John,Buckley,37,None,Single,Male,Physiotherapist,None,Methodist
10,Cox Shoal,Katherine,Giles,43,None,Single,Female,Sales promotion account executive,None,None
11,Cox Shoal,Fiona,Ford,29,Head,Married,Female,"Editor, film/video",None,Catholic
11,Cox Shoal,Shane,Ford,28,Husband,Married,Male,Estate agent,None,Catholic
11,Cox Shoal,Douglas,Walsh,21,Lodger,Single,Male,University Student,None,Christian
11,Cox Shoal,Benjamin,John,46,Lodger,Divorced,Male,Unemployed,None,None
11,Cox Shoal,Abigail,Baker,56,Sibling,Single,Female,Higher education lecturer,None,None
11,Cox Shoal,Joanne,Little,37,Cousin,Divorced,Female,"Surveyor, land/geomatics",None,Catholic
11,Cox Shoal,Matthew,Fraser,43,Lodger,Single,Male,"Engineer, building services",None,Catholic
12,Cox Shoal,Annette,Little,57,Head,Married,Female,Nutritional therapist,None,Christian
12,Cox Shoal,Rita,Little,59,Wife,Married,Female,Manufacturing systems engineer,None,None
12,Cox Shoal,Beverley,Little,25,Daughter,Single,Female,Media planner,None,None
12,Cox Shoal,Michael,Little,24,Son,Divorced,Male,Research scientist (life sciences),None,Christian
12,Cox Shoal,Robert,Little,20,Son,Single,Male,University Student,None,Christian
12,Cox Shoal,Abdul,Little,16,Son,NA,Male,Student,None,NA
12,Cox Shoal,Georgia,Little,15,Daughter,NA,Female,Student,None,NA
12,Cox Shoal,William,Little,13,Son,NA,Male,Student,None,NA
12,Cox Shoal,Derek,Little,12,Son,NA,Male,Student,None,NA
13,Cox Shoal,Annette,McDonald,33,Head,Single,Female,Unemployed,None,Christian
13,Cox Shoal,Julian,McDonald,3,Son,NA,Male,Child,None,NA
13,Cox Shoal,Terence,McDonald,1,Son,NA,Male,Child,None,NA
13,Cox Shoal,Anna,Jackson,47,Cousin,Single,Female,"Programmer, multimedia",None,None
13,Cox Shoal,Edward,Marshall,28,Lodger,Divorced,Male,Print production planner,None,None
13,Cox Shoal,Cameron,Jones,28,Lodger,Divorced,Male,Artist,None,None
13,Cox Shoal,Kelly,Harrison,34,Lodger,Single,Female,Magazine features editor,None,None
13,Cox Shoal,Richard,Fox,37,Lodger,Divorced,Male,"Editor, magazine features",None,Methodist
14,Cox Shoal,June,Morton,72,Head,Married,Female,Retired Set designer,None,Christian
14,Cox Shoal,Simon,Morton,77,Husband,Married,Male,Retired Dietitian,None,None
14,Cox Shoal,Leigh,Morton,44,Son,Single,Male,Biomedical scientist,None,None
14,Cox Shoal,Hannah,Dale-Morton,40,Daughter,Divorced,Female,Automotive engineer,None,None
14,Cox Shoal,Sarah,Dale-Morton,40,Daughter,Single,Female,Public house manager,None,Christian
15,Cox Shoal,Danielle,Cooper,55,Head,Divorced,Female,"Optician, dispensing",None,Methodist
15,Cox Shoal,Duncan,Cooper,26,Son,Single,Male,Secondary school teacher,None,None
15,Cox Shoal,Diana,Cooper,22,Daughter,Single,Female,University Student,None,Methodist
15,Cox Shoal,Craig,Cooper,20,Son,Divorced,Male,University Student,None,Methodist
15,Cox Shoal,Gerard,Cooper,16,Son,NA,Male,Student,None,NA
15,Cox Shoal,Tracy,Cooper,14,Daughter,NA,Female,Student,None,NA
15,Cox Shoal,George,Cooper,14,Son,NA,Male,Student,None,NA
15,Cox Shoal,Darren,Cooper,13,Son,NA,Male,Student,None,NA
15,Cox Shoal,Rachael,Cooper,9,Daughter,NA,Female,Student,None,NA
15,Cox Shoal,Adrian,Cooper,5,Son,NA,Male,Student,None,NA
16,Cox Shoal,Amber,Hill,21,Head,Single,Female,University Student,None,Methodist
16,Cox Shoal,Grace,Ali,19,None,Single,Female,University Student,None,Christian
